CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalTransactions,ProductDiversity,Cluster,HC_Cluster
10426.0,941,1,1852.84,1852.84,1,1,1.0,1,1
10429.0,583,1,355.84,355.84,1,1,1.0,1,0
10433.0,566,1,409.92,409.92,1,1,1.0,1,0
10434.0,2004,1,3336.0200000000004,3336.0200000000004,1,1,1.0,0,1
10437.0,1772,1,98.42,98.42,1,1,1.0,1,0
10438.0,1241,1,2257.2,2257.2,1,1,1.0,0,1
10439.0,103,1,393.12,393.12,1,1,1.0,1,0
10447.0,1570,1,2548.8599999999997,2548.8599999999997,1,1,1.0,0,1
10454.0,1967,1,1255.36,1255.36,1,1,1.0,1,1
10456.0,1777,1,743.58,743.58,1,1,1.0,1,0
10457.0,563,1,2751.9,2751.9,1,1,1.0,0,1
10458.0,1378,1,3531.2400000000002,3531.2400000000002,1,1,1.0,0,1
10459.0,470,1,230.5,230.5,1,1,1.0,1,0
10460.0,494,1,252.8,252.8,1,1,1.0,1,0
10462.0,203,1,3866.46,3866.46,1,1,1.0,0,1
10468.0,1699,1,2590.74,2590.74,1,1,1.0,0,1
10474.0,963,1,94.08,94.08,1,1,1.0,1,0
10475.0,1898,1,1060.53,1060.53,1,1,1.0,1,0
10477.0,400,1,1201.28,1201.28,1,1,1.0,1,0
10484.0,1125,1,1201.76,1201.76,1,1,1.0,1,1
10485.0,207,1,2555.1,2555.1,1,1,1.0,0,1
10497.0,619,1,1524.38,1524.38,1,1,1.0,1,0
10498.0,1572,1,326.04,326.04,1,1,1.0,1,0
10506.0,536,1,1853.32,1853.32,1,1,1.0,0,1
10515.0,131,1,3954.58,3954.58,1,1,1.0,0,1
10518.0,1001,1,79.48,79.48,1,1,1.0,1,0
10523.0,766,1,247.94,247.94,1,1,1.0,1,0
10525.0,695,1,2707.74,2707.74,1,1,1.0,0,1
10530.0,1036,1,2840.0699999999997,2840.0699999999997,1,1,1.0,0,1
10531.0,1219,1,907.41,907.41,1,1,1.0,1,0
10537.0,1706,1,2311.92,2311.92,1,1,1.0,0,1
10541.0,419,1,103.04,103.04,1,1,1.0,1,0
10542.0,795,1,2360.25,2360.25,1,1,1.0,0,1
10543.0,541,1,488.59999999999997,488.59999999999997,1,1,1.0,1,0
10546.0,753,1,2162.55,2162.55,1,1,1.0,0,1
10552.0,563,1,984.32,984.32,1,1,1.0,1,0
10557.0,984,1,344.66,344.66,1,1,1.0,1,0
10560.0,597,1,712.01,712.01,1,1,1.0,1,0
10561.0,474,1,254.1,254.1,1,1,1.0,1,0
10563.0,930,1,1469.49,1469.49,1,1,1.0,1,0
10567.0,785,1,967.68,967.68,1,1,1.0,1,0
10568.0,557,1,864.89,864.89,1,1,1.0,1,0
10569.0,1709,1,615.78,615.78,1,1,1.0,1,0
10572.0,109,1,79.19999999999999,79.19999999999999,1,1,1.0,1,0
10573.0,1362,1,668.52,668.52,1,1,1.0,1,0
10574.0,1338,1,83.36,83.36,1,1,1.0,1,0
10580.0,964,1,685.08,685.08,1,1,1.0,1,0
10582.0,1996,1,1522.0800000000002,1522.0800000000002,1,1,1.0,1,1
10583.0,1409,1,1478.2,1478.2,1,1,1.0,1,1
10588.0,1775,1,3413.99,3413.99,1,1,1.0,0,1
10589.0,1390,1,1841.5,1841.5,1,1,1.0,1,1
10590.0,151,1,1629.96,1629.96,1,1,1.0,1,1
10597.0,1390,1,2535.12,2535.12,1,1,1.0,0,1
10608.0,1159,1,117.26,117.26,1,1,1.0,1,0
10609.0,1514,1,1216.8,1216.8,1,1,1.0,1,1
10611.0,1179,1,2883.28,2883.28,1,1,1.0,0,1
10620.0,462,1,2170.42,2170.42,1,1,1.0,0,1
10626.0,1529,1,1251.95,1251.95,1,1,1.0,1,1
10631.0,1463,1,1228.76,1228.76,1,1,1.0,1,0
10634.0,941,1,991.0999999999999,991.0999999999999,1,1,1.0,1,0
10635.0,1125,1,2165.7,2165.7,1,1,1.0,0,1
10636.0,1522,1,798.5600000000001,798.5600000000001,1,1,1.0,1,0
10639.0,2037,1,1650.94,1650.94,1,1,1.0,1,1
10642.0,870,1,420.66,420.66,1,1,1.0,1,0
10644.0,1570,1,1247.22,1247.22,1,1,1.0,1,1
10647.0,2046,1,489.33,489.33,1,1,1.0,1,0
10648.0,909,1,1738.5500000000002,1738.5500000000002,1,1,1.0,1,1
10650.0,1888,1,2345.0,2345.0,1,1,1.0,0,1
10656.0,1743,1,640.65,640.65,1,1,1.0,1,0
10657.0,814,1,109.94,109.94,1,1,1.0,1,0
10665.0,885,1,2450.98,2450.98,1,1,1.0,0,1
10669.0,116,1,792.09,792.09,1,1,1.0,1,0
10670.0,472,1,1111.68,1111.68,1,1,1.0,1,0
10673.0,182,1,161.12,161.12,1,1,1.0,1,0
10676.0,396,1,828.99,828.99,1,1,1.0,1,0
10683.0,1856,1,1062.27,1062.27,1,1,1.0,1,0
10684.0,1622,1,82.07000000000001,82.07000000000001,1,1,1.0,1,0
10688.0,1146,1,20.4,20.4,1,1,1.0,1,0
10689.0,1876,1,641.1600000000001,641.1600000000001,1,1,1.0,1,0
10690.0,2056,1,747.04,747.04,1,1,1.0,1,0
10692.0,1402,1,887.1,887.1,1,1,1.0,1,0
10695.0,1110,1,2015.86,2015.86,1,1,1.0,0,1
10697.0,1011,1,1174.95,1174.95,1,1,1.0,1,0
10699.0,2022,1,1816.9199999999998,1816.9199999999998,1,1,1.0,1,1
10704.0,855,1,313.8,313.8,1,1,1.0,1,0
10707.0,1471,1,800.5,800.5,1,1,1.0,1,0
10708.0,1869,1,718.08,718.08,1,1,1.0,1,0
10710.0,2055,1,449.28000000000003,449.28000000000003,1,1,1.0,1,0
10715.0,1401,1,2696.7599999999998,2696.7599999999998,1,1,1.0,0,1
10717.0,1655,1,165.79999999999998,165.79999999999998,1,1,1.0,1,0
10718.0,477,1,1512.9299999999998,1512.9299999999998,1,1,1.0,1,0
10720.0,1636,1,1323.25,1323.25,1,1,1.0,1,1
10725.0,270,1,172.42000000000002,172.42000000000002,1,1,1.0,1,0
10727.0,378,1,3108.28,3108.28,1,1,1.0,0,1
10736.0,1387,1,639.47,639.47,1,1,1.0,1,0
10739.0,1388,1,1185.8400000000001,1185.8400000000001,1,1,1.0,1,0
10741.0,177,1,1593.3600000000001,1593.3600000000001,1,1,1.0,1,1
10744.0,1920,1,734.28,734.28,1,1,1.0,1,0
10745.0,1244,1,3010.82,3010.82,1,1,1.0,0,1
10749.0,558,1,852.9000000000001,852.9000000000001,1,1,1.0,1,0
10752.0,2044,1,901.76,901.76,1,1,1.0,1,0
10758.0,996,1,758.24,758.24,1,1,1.0,1,0
10763.0,995,1,403.56000000000006,403.56000000000006,1,1,1.0,1,0
10764.0,1619,1,1331.3899999999999,1331.3899999999999,1,1,1.0,1,1
10766.0,1746,1,261.9,261.9,1,1,1.0,1,0
10768.0,1838,1,1261.74,1261.74,1,1,1.0,1,1
10769.0,1962,1,2246.41,2246.41,1,1,1.0,0,1
10775.0,1012,1,255.09,255.09,1,1,1.0,1,0
10778.0,391,1,3056.8,3056.8,1,1,1.0,0,1
10785.0,2032,1,1310.0100000000002,1310.0100000000002,1,1,1.0,1,1
10790.0,1057,1,203.4,203.4,1,1,1.0,1,0
10791.0,1277,1,860.44,860.44,1,1,1.0,1,0
10794.0,1234,1,2774.08,2774.08,1,1,1.0,0,1
10805.0,140,1,761.46,761.46,1,1,1.0,1,0
10808.0,1332,1,1105.3600000000001,1105.3600000000001,1,1,1.0,1,0
10811.0,1246,1,481.32000000000005,481.32000000000005,1,1,1.0,1,0
10813.0,1211,1,1128.48,1128.48,1,1,1.0,1,1
10815.0,501,1,458.0,458.0,1,1,1.0,1,0
10816.0,1572,1,2051.24,2051.24,1,1,1.0,0,1
10819.0,167,1,520.0,520.0,1,1,1.0,1,0
10821.0,1862,1,3101.7,3101.7,1,1,1.0,0,1
10829.0,1373,1,3048.12,3048.12,1,1,1.0,0,1
10830.0,115,1,372.12,372.12,1,1,1.0,1,0
10840.0,1759,1,1398.3999999999999,1398.3999999999999,1,1,1.0,1,1
10841.0,1914,1,8.24,8.24,1,1,1.0,1,0
10842.0,1093,1,162.19,162.19,1,1,1.0,1,0
10845.0,1790,1,1760.2199999999998,1760.2199999999998,1,1,1.0,1,1
10850.0,1617,1,322.21000000000004,322.21000000000004,1,1,1.0,1,0
10851.0,917,1,1339.03,1339.03,1,1,1.0,1,0
10854.0,33,1,522.75,522.75,1,1,1.0,1,0
10856.0,89,1,187.34,187.34,1,1,1.0,1,0
10858.0,53,1,1069.02,1069.02,1,1,1.0,1,0
10861.0,319,1,65.62,65.62,1,1,1.0,1,0
10863.0,1777,1,284.34,284.34,1,1,1.0,1,0
10864.0,899,1,1191.51,1191.51,1,1,1.0,1,0
10870.0,1734,1,1512.02,1512.02,1,1,1.0,1,1
10876.0,284,1,2462.2400000000002,2462.2400000000002,1,1,1.0,0,1
10885.0,1942,1,1886.8400000000001,1886.8400000000001,1,1,1.0,1,1
10886.0,842,1,1064.2,1064.2,1,1,1.0,1,0
10889.0,934,1,41.34,41.34,1,1,1.0,1,0
10894.0,1016,1,2034.2000000000003,2034.2000000000003,1,1,1.0,0,1
10908.0,14,1,366.59999999999997,366.59999999999997,1,1,1.0,1,0
10909.0,1595,1,1003.1999999999999,1003.1999999999999,1,1,1.0,1,0
10911.0,15,1,224.8,224.8,1,1,1.0,1,0
10914.0,911,1,542.01,542.01,1,1,1.0,1,0
10916.0,976,1,540.9000000000001,540.9000000000001,1,1,1.0,1,0
10917.0,1025,1,27.94,27.94,1,1,1.0,1,0
10925.0,1159,1,1337.3999999999999,1337.3999999999999,1,1,1.0,1,1
10929.0,1987,1,337.07,337.07,1,1,1.0,1,0
10931.0,769,1,540.9399999999999,540.9399999999999,1,1,1.0,1,0
10933.0,908,1,1306.88,1306.88,1,1,1.0,1,0
10934.0,1899,1,685.4399999999999,685.4399999999999,1,1,1.0,1,0
10935.0,801,1,1529.22,1529.22,1,1,1.0,1,0
10936.0,1176,1,343.75,343.75,1,1,1.0,1,0
10944.0,963,1,514.8000000000001,514.8000000000001,1,1,1.0,1,0
10947.0,516,1,709.5,709.5,1,1,1.0,1,0
10954.0,775,1,1260.28,1260.28,1,1,1.0,1,0
10958.0,110,1,14.08,14.08,1,1,1.0,1,0
10965.0,336,1,286.81,286.81,1,1,1.0,1,0
10966.0,1744,1,136.59,136.59,1,1,1.0,1,0
10972.0,129,1,3136.65,3136.65,1,1,1.0,0,1
10975.0,1202,1,1309.6,1309.6,1,1,1.0,1,1
10977.0,735,1,368.0,368.0,1,1,1.0,1,0
10983.0,1113,1,1432.98,1432.98,1,1,1.0,1,1
10984.0,1482,1,2623.05,2623.05,1,1,1.0,0,1
10985.0,844,1,1573.86,1573.86,1,1,1.0,1,1
10989.0,576,1,1272.46,1272.46,1,1,1.0,1,0
10990.0,416,1,615.23,615.23,1,1,1.0,1,0
10992.0,935,1,787.85,787.85,1,1,1.0,1,0
10996.0,1891,1,699.0,699.0,1,1,1.0,1,0
11001.0,246,1,36.739999999999995,36.739999999999995,1,1,1.0,1,0
11002.0,2013,1,59.36,59.36,1,1,1.0,1,0
11008.0,795,1,2291.6,2291.6,1,1,1.0,0,1
11009.0,1802,1,182.7,182.7,1,1,1.0,1,0
11012.0,295,1,228.0,228.0,1,1,1.0,1,0
11014.0,270,1,3362.4,3362.4,1,1,1.0,0,1
11015.0,466,1,2604.0,2604.0,1,1,1.0,0,1
11022.0,1054,1,190.74,190.74,1,1,1.0,1,0
11025.0,1392,1,721.44,721.44,1,1,1.0,1,0
11033.0,423,1,101.7,101.7,1,1,1.0,1,0
11041.0,882,1,27.05,27.05,1,1,1.0,1,0
11058.0,1277,1,3648.84,3648.84,1,1,1.0,0,1
11060.0,1922,1,2204.16,2204.16,1,1,1.0,0,1
11065.0,534,1,2219.35,2219.35,1,1,1.0,0,1
11067.0,288,1,886.16,886.16,1,1,1.0,1,0
11068.0,532,1,1852.2699999999998,1852.2699999999998,1,1,1.0,0,1
11074.0,369,1,302.40000000000003,302.40000000000003,1,1,1.0,1,0
11082.0,1363,1,65.01,65.01,1,1,1.0,1,0
11083.0,1641,1,1618.95,1618.95,1,1,1.0,1,1
11099.0,1504,1,1722.6,1722.6,1,1,1.0,1,1
11101.0,987,1,176.66,176.66,1,1,1.0,1,0
11103.0,213,1,2429.44,2429.44,1,1,1.0,0,1
11112.0,497,1,1488.0,1488.0,1,1,1.0,1,0
11113.0,1698,1,510.30000000000007,510.30000000000007,1,1,1.0,1,0
11115.0,627,1,1293.53,1293.53,1,1,1.0,1,0
11119.0,1587,1,239.82,239.82,1,1,1.0,1,0
11122.0,645,1,548.3,548.3,1,1,1.0,1,0
11127.0,1982,1,251.25,251.25,1,1,1.0,1,0
11129.0,2045,1,530.64,530.64,1,1,1.0,1,0
11132.0,212,1,2966.7,2966.7,1,1,1.0,0,1
11134.0,546,1,2057.16,2057.16,1,1,1.0,0,1
11135.0,903,1,1232.16,1232.16,1,1,1.0,1,0
11141.0,1132,1,43.74,43.74,1,1,1.0,1,0
11142.0,873,1,1744.93,1744.93,1,1,1.0,1,1
11144.0,745,1,1882.72,1882.72,1,1,1.0,0,1
11147.0,1480,1,1914.5,1914.5,1,1,1.0,1,1
11152.0,587,1,578.37,578.37,1,1,1.0,1,0
11153.0,607,1,1327.3,1327.3,1,1,1.0,1,0
11154.0,434,1,133.28,133.28,1,1,1.0,1,0
11155.0,1322,1,784.4,784.4,1,1,1.0,1,0
11157.0,1059,1,1811.04,1811.04,1,1,1.0,1,1
11160.0,1517,1,1193.1000000000001,1193.1000000000001,1,1,1.0,1,1
11161.0,1472,1,595.4200000000001,595.4200000000001,1,1,1.0,1,0
11167.0,157,1,518.72,518.72,1,1,1.0,1,0
11170.0,1416,1,2057.4700000000003,2057.4700000000003,1,1,1.0,0,1
11175.0,233,1,505.7,505.7,1,1,1.0,1,0
11187.0,1230,1,1957.62,1957.62,1,1,1.0,0,1
11202.0,348,1,1122.75,1122.75,1,1,1.0,1,0
11206.0,1409,1,2848.2,2848.2,1,1,1.0,0,1
11207.0,1426,1,2649.73,2649.73,1,1,1.0,0,1
11208.0,1235,1,1532.6399999999999,1532.6399999999999,1,1,1.0,1,1
11210.0,375,1,949.3,949.3,1,1,1.0,1,0
11214.0,540,1,751.9399999999999,751.9399999999999,1,1,1.0,1,0
11222.0,2040,1,2478.0,2478.0,1,1,1.0,0,1
11223.0,1226,1,1523.28,1523.28,1,1,1.0,1,1
11226.0,1746,1,1324.12,1324.12,1,1,1.0,1,1
11227.0,699,1,166.56,166.56,1,1,1.0,1,0
11234.0,257,1,1319.17,1319.17,1,1,1.0,1,0
11235.0,1948,1,313.5,313.5,1,1,1.0,1,0
11240.0,350,1,691.95,691.95,1,1,1.0,1,0
11242.0,331,1,2677.32,2677.32,1,1,1.0,0,1
11243.0,2034,1,513.8000000000001,513.8000000000001,1,1,1.0,1,0
11244.0,1532,1,1822.08,1822.08,1,1,1.0,1,1
11246.0,1099,1,890.5,890.5,1,1,1.0,1,0
11247.0,936,1,328.5,328.5,1,1,1.0,1,0
11248.0,1559,1,975.88,975.88,1,1,1.0,1,0
11250.0,539,1,685.65,685.65,1,1,1.0,1,0
11255.0,1762,1,773.1899999999999,773.1899999999999,1,1,1.0,1,0
11258.0,1516,1,954.0,954.0,1,1,1.0,1,0
11261.0,1210,1,290.02,290.02,1,1,1.0,1,0
11262.0,1796,1,1520.69,1520.69,1,1,1.0,1,1
11270.0,1805,1,2560.41,2560.41,1,1,1.0,0,1
11280.0,706,1,3874.2999999999997,3874.2999999999997,1,1,1.0,0,1
11282.0,1917,1,2761.0,2761.0,1,1,1.0,0,1
11283.0,501,1,2192.0,2192.0,1,1,1.0,0,1
11285.0,1516,1,630.4,630.4,1,1,1.0,1,0
11286.0,280,1,266.09000000000003,266.09000000000003,1,1,1.0,1,0
11287.0,854,1,1253.7,1253.7,1,1,1.0,1,0
11298.0,883,1,2292.0,2292.0,1,1,1.0,0,1
11308.0,1113,1,442.70000000000005,442.70000000000005,1,1,1.0,1,0
11310.0,891,1,1921.5,1921.5,1,1,1.0,0,1
11313.0,181,1,443.43,443.43,1,1,1.0,1,0
11323.0,1668,1,2816.64,2816.64,1,1,1.0,0,1
11332.0,167,1,600.5300000000001,600.5300000000001,1,1,1.0,1,0
11335.0,1625,1,726.1200000000001,726.1200000000001,1,1,1.0,1,0
11341.0,895,1,42.92,42.92,1,1,1.0,1,0
11344.0,201,1,1038.6000000000001,1038.6000000000001,1,1,1.0,1,0
11345.0,121,1,1982.1999999999998,1982.1999999999998,1,1,1.0,0,1
11354.0,1218,1,2761.2,2761.2,1,1,1.0,0,1
11358.0,1362,1,1482.95,1482.95,1,1,1.0,1,1
11363.0,990,1,421.83000000000004,421.83000000000004,1,1,1.0,1,0
11372.0,2050,1,229.60000000000002,229.60000000000002,1,1,1.0,1,0
11373.0,1916,1,1625.28,1625.28,1,1,1.0,1,1
11375.0,1142,1,693.96,693.96,1,1,1.0,1,0
11376.0,1822,1,1077.86,1077.86,1,1,1.0,1,0
11377.0,1947,1,2835.88,2835.88,1,1,1.0,0,1
11383.0,2001,1,978.51,978.51,1,1,1.0,1,0
11386.0,1447,1,334.89,334.89,1,1,1.0,1,0
11388.0,1944,1,638.04,638.04,1,1,1.0,1,0
11396.0,538,1,1948.4199999999998,1948.4199999999998,1,1,1.0,0,1
11399.0,395,1,1692.08,1692.08,1,1,1.0,1,1
11404.0,1701,1,124.3,124.3,1,1,1.0,1,0
11411.0,30,1,1367.1,1367.1,1,1,1.0,1,0
11414.0,1041,1,345.45,345.45,1,1,1.0,1,0
11415.0,1400,1,142.32,142.32,1,1,1.0,1,0
11416.0,1986,1,2508.3300000000004,2508.3300000000004,1,1,1.0,0,1
11417.0,561,1,11.92,11.92,1,1,1.0,1,0
11422.0,2019,1,988.3799999999999,988.3799999999999,1,1,1.0,1,0
11427.0,1774,1,204.71999999999997,204.71999999999997,1,1,1.0,1,0
11429.0,1603,1,2817.93,2817.93,1,1,1.0,0,1
11435.0,1542,1,192.8,192.8,1,1,1.0,1,0
11451.0,1810,1,893.86,893.86,1,1,1.0,1,0
11452.0,488,1,2107.86,2107.86,1,1,1.0,0,1
11455.0,174,1,361.98,361.98,1,1,1.0,1,0
11459.0,57,1,170.22,170.22,1,1,1.0,1,0
11464.0,578,1,23.76,23.76,1,1,1.0,1,0
11467.0,1196,1,430.55,430.55,1,1,1.0,1,0
11469.0,1317,1,294.07,294.07,1,1,1.0,1,0
11476.0,1366,1,516.04,516.04,1,1,1.0,1,0
11479.0,544,1,2727.2599999999998,2727.2599999999998,1,1,1.0,0,1
11480.0,438,1,89.8,89.8,1,1,1.0,1,0
11482.0,1766,1,1129.44,1129.44,1,1,1.0,1,1
11488.0,471,1,3215.2,3215.2,1,1,1.0,0,1
11490.0,1819,1,253.8,253.8,1,1,1.0,1,0
11492.0,1878,1,1851.8999999999999,1851.8999999999999,1,1,1.0,1,1
11493.0,1526,1,665.63,665.63,1,1,1.0,1,0
11495.0,383,1,1602.26,1602.26,1,1,1.0,1,1
11498.0,756,1,2421.46,2421.46,1,1,1.0,0,1
11500.0,1164,1,3827.46,3827.46,1,1,1.0,0,1
11508.0,1897,1,1614.0,1614.0,1,1,1.0,1,1
11513.0,2017,1,837.33,837.33,1,1,1.0,1,0
11518.0,983,1,2508.1,2508.1,1,1,1.0,0,1
11519.0,489,1,2412.0,2412.0,1,1,1.0,0,1
11520.0,682,1,158.0,158.0,1,1,1.0,1,0
11521.0,1378,1,181.14000000000001,181.14000000000001,1,1,1.0,1,0
11525.0,1817,1,3972.76,3972.76,1,1,1.0,0,1
